order_number,notification_number,equipment_number,functional_location,order_type,status,priority,maintenance_activity_type,short_text,long_text,created_at_source,required_by_at,started_at,finished_at,total_cost,downtime_hours
WO-2023909,,C-119,PLANT-A/AREA-4/COMPRESSOR-4,PM,closed,high,preventive,Complete scheduled PM on Compressor asset 19,Preventive maintenance completed on C-119 with no immediate defect recorded.,2023-01-04T23:00:00+00:00,2023-01-08T23:00:00+00:00,2023-01-05T09:00:00+00:00,2023-01-05T09:30:00+00:00,380.00,0.00
WO-2023910,N-910910,P-136,PLANT-A/AREA-1/PUMP-8,CM,closed,medium,corrective,Cavitation on Pump asset 36,Cavitation identified on P-136 during operation. Corrective work completed and asset returned to service.,2023-01-06T11:00:00+00:00,2023-01-11T11:00:00+00:00,2023-01-06T13:00:00+00:00,2023-01-06T17:00:00+00:00,2550.00,4.00
WO-2023911,N-910911,CV-103,PLANT-A/AREA-3/CONVEYOR-1,EM,closed,medium,emergency,Pulley bearing failure on Conveyor asset 03,Pulley bearing failure identified on CV-103 during operation. Corrective work completed and asset returned to service.,2023-01-07T23:00:00+00:00,2023-01-08T23:00:00+00:00,2023-01-08T02:00:00+00:00,2023-01-08T09:30:00+00:00,4465.00,7.50
WO-2023912,,F-120,PLANT-A/AREA-5/FAN-4,PM,closed,medium,preventive,Complete scheduled PM on Fan asset 20,Preventive maintenance completed on F-120 with no immediate defect recorded.,2023-01-09T11:00:00+00:00,2023-01-11T11:00:00+00:00,2023-01-09T15:00:00+00:00,2023-01-09T15:30:00+00:00,230.00,0.00
WO-2023913,N-910913,M-137,PLANT-A/AREA-2/MOTOR-8,CM,closed,high,corrective,Bearing failure on Motor asset 37,Bearing failure identified on M-137 during operation. Corrective work completed and asset returned to service.,2023-01-10T23:00:00+00:00,2023-01-13T23:00:00+00:00,2023-01-11T04:00:00+00:00,2023-01-11T07:30:00+00:00,2895.00,3.50
WO-2023914,N-910914,C-105,PLANT-A/AREA-5/COMPRESSOR-1,CMON,closed,low,condition_monitoring,High discharge temperature on Compressor asset 05,High discharge temperature identified on C-105 during operation. Corrective work completed and asset returned to service.,2023-01-12T11:00:00+00:00,2023-01-16T11:00:00+00:00,2023-01-12T17:00:00+00:00,2023-01-13T00:00:00+00:00,2460.00,0.00
WO-2023915,N-910915,P-122,PLANT-A/AREA-2/PUMP-5,CM,closed,medium,corrective,Seal leakage on Pump asset 22,Seal leakage identified on P-122 during operation. Corrective work completed and asset returned to service.,2023-01-13T23:00:00+00:00,2023-01-18T23:00:00+00:00,2023-01-14T06:00:00+00:00,2023-01-14T16:30:00+00:00,3125.00,10.50
WO-2023916,,V-139,PLANT-A/AREA-4/VALVE-8,PM,closed,low,preventive,Complete scheduled PM on Valve asset 39,Preventive maintenance completed on V-139 with no immediate defect recorded.,2023-01-15T11:00:00+00:00,2023-01-16T11:00:00+00:00,2023-01-15T19:00:00+00:00,2023-01-15T19:30:00+00:00,330.00,0.00
WO-2023917,N-910917,F-106,PLANT-A/AREA-1/FAN-2,CM,closed,high,corrective,Imbalance on Fan asset 06,Imbalance identified on F-106 during operation. Corrective work completed and asset returned to service.,2023-01-16T23:00:00+00:00,2023-01-18T23:00:00+00:00,2023-01-17T08:00:00+00:00,2023-01-17T14:30:00+00:00,3355.00,6.50
WO-2023918,,M-123,PLANT-A/AREA-3/MOTOR-5,INSP,closed,high,inspection,Inspect condition of Motor asset 23,Inspection completed on M-123; observations recorded for reliability trending.,2023-01-18T11:00:00+00:00,2023-01-21T11:00:00+00:00,2023-01-18T21:00:00+00:00,2023-01-18T21:30:00+00:00,120.00,0.00
WO-2023919,N-910919,C-140,PLANT-A/AREA-5/COMPRESSOR-8,EM,closed,low,emergency,Low capacity on Compressor asset 40,Low capacity identified on C-140 during operation. Corrective work completed and asset returned to service.,2023-01-15T00:00:00+00:00,2023-01-19T00:00:00+00:00,2023-01-15T02:00:00+00:00,2023-01-15T04:30:00+00:00,5385.00,2.50
WO-2023920,,HX-107,PLANT-A/AREA-2/HEAT-EXCHANGER-2,PM,closed,high,preventive,Complete scheduled PM on Heat exchanger asset 07,Preventive maintenance completed on HX-107 with no immediate defect recorded.,2023-01-16T12:00:00+00:00,2023-01-21T12:00:00+00:00,2023-01-16T15:00:00+00:00,2023-01-16T15:30:00+00:00,205.00,0.00
WO-2023921,N-910921,CV-124,PLANT-A/AREA-4/CONVEYOR-5,CM,closed,medium,corrective,Belt damage on Conveyor asset 24,Belt damage identified on CV-124 during operation. Corrective work completed and asset returned to service.,2023-01-18T00:00:00+00:00,2023-01-19T00:00:00+00:00,2023-01-18T04:00:00+00:00,2023-01-18T13:30:00+00:00,3815.00,9.50
WO-2023922,N-910922,F-141,PLANT-A/AREA-1/FAN-9,CMON,closed,high,condition_monitoring,Belt slippage on Fan asset 41,Belt slippage identified on F-141 during operation. Corrective work completed and asset returned to service.,2023-01-19T12:00:00+00:00,2023-01-21T12:00:00+00:00,2023-01-19T17:00:00+00:00,2023-01-19T19:00:00+00:00,3380.00,0.00
WO-2023923,N-910923,P-108,PLANT-A/AREA-3/PUMP-2,CM,closed,high,corrective,Bearing failure on Pump asset 08,Bearing failure identified on P-108 during operation. Corrective work completed and asset returned to service.,2023-01-21T00:00:00+00:00,2023-01-24T00:00:00+00:00,2023-01-21T06:00:00+00:00,2023-01-21T11:30:00+00:00,4045.00,5.50
WO-2023924,N-910924,V-125,PLANT-A/AREA-5/VALVE-5,CM,closed,low,corrective,Actuator failure on Valve asset 25,Actuator failure identified on V-125 during operation. Corrective work completed and asset returned to service.,2023-01-22T12:00:00+00:00,2023-01-26T12:00:00+00:00,2023-01-22T19:00:00+00:00,2023-01-23T04:00:00+00:00,4160.00,9.00
WO-2023925,N-910925,P-143,PLANT-A/AREA-3/PUMP-9,CMON,closed,medium,condition_monitoring,Cavitation on Pump asset 43,Cavitation identified on P-143 during operation. Corrective work completed and asset returned to service.,2023-01-24T00:00:00+00:00,2023-01-29T00:00:00+00:00,2023-01-24T08:00:00+00:00,2023-01-24T09:30:00+00:00,3725.00,0.00
WO-2023926,N-910926,CV-110,PLANT-A/AREA-5/CONVEYOR-2,CM,closed,medium,corrective,Pulley bearing failure on Conveyor asset 10,Pulley bearing failure identified on CV-110 during operation. Corrective work completed and asset returned to service.,2023-01-25T12:00:00+00:00,2023-01-26T12:00:00+00:00,2023-01-25T21:00:00+00:00,2023-01-26T02:00:00+00:00,4390.00,5.00
WO-2023927,,F-127,PLANT-A/AREA-2/FAN-6,PM,closed,medium,preventive,Complete scheduled PM on Fan asset 27,Preventive maintenance completed on F-127 with no immediate defect recorded.,2023-01-27T00:00:00+00:00,2023-01-29T00:00:00+00:00,2023-01-27T10:00:00+00:00,2023-01-27T10:30:00+00:00,380.00,0.00
WO-2023928,N-910928,M-144,PLANT-A/AREA-4/MOTOR-9,CM,closed,high,corrective,Bearing failure on Motor asset 44,Bearing failure identified on M-144 during operation. Corrective work completed and asset returned to service.,2023-01-28T12:00:00+00:00,2023-01-31T12:00:00+00:00,2023-01-28T14:00:00+00:00,2023-01-29T02:00:00+00:00,4620.00,12.00
WO-2023929,,V-111,PLANT-A/AREA-1/VALVE-3,INSP,closed,low,inspection,Inspect condition of Valve asset 11,Inspection completed on V-111; observations recorded for reliability trending.,2023-01-30T00:00:00+00:00,2023-02-03T00:00:00+00:00,2023-01-30T03:00:00+00:00,2023-01-30T03:30:00+00:00,200.00,0.00
WO-2023930,N-910930,HX-128,PLANT-A/AREA-3/HEAT-EXCHANGER-6,EM,closed,medium,emergency,Low heat transfer on Heat exchanger asset 28,Low heat transfer identified on HX-128 during operation. Corrective work completed and asset returned to service.,2023-01-31T12:00:00+00:00,2023-02-05T12:00:00+00:00,2023-01-31T16:00:00+00:00,2023-02-01T00:00:00+00:00,6650.00,8.00
WO-2023931,,CV-145,PLANT-A/AREA-5/CONVEYOR-9,PM,closed,low,preventive,Complete scheduled PM on Conveyor asset 45,Preventive maintenance completed on CV-145 with no immediate defect recorded.,2023-02-02T00:00:00+00:00,2023-02-03T00:00:00+00:00,2023-02-02T05:00:00+00:00,2023-02-02T05:30:00+00:00,255.00,0.00
WO-2023932,N-910932,C-112,PLANT-A/AREA-2/COMPRESSOR-3,CM,closed,high,corrective,High discharge temperature on Compressor asset 12,High discharge temperature identified on C-112 during operation. Corrective work completed and asset returned to service.,2023-02-03T12:00:00+00:00,2023-02-05T12:00:00+00:00,2023-02-03T18:00:00+00:00,2023-02-03T22:00:00+00:00,1515.00,4.00
WO-2023933,N-910933,P-129,PLANT-A/AREA-4/PUMP-6,CMON,closed,high,condition_monitoring,Seal leakage on Pump asset 29,Seal leakage identified on P-129 during operation. Corrective work completed and asset returned to service.,2023-02-05T00:00:00+00:00,2023-02-08T00:00:00+00:00,2023-02-05T07:00:00+00:00,2023-02-05T14:30:00+00:00,1080.00,0.00
WO-2023934,N-910934,V-146,PLANT-A/AREA-1/VALVE-10,CM,closed,low,corrective,Stem leakage on Valve asset 46,Stem leakage identified on V-146 during operation. Corrective work completed and asset returned to service.,2023-02-06T12:00:00+00:00,2023-02-10T12:00:00+00:00,2023-02-06T20:00:00+00:00,2023-02-07T07:00:00+00:00,1745.00,11.00
WO-2023935,,F-113,PLANT-A/AREA-3/FAN-3,PM,closed,high,preventive,Complete scheduled PM on Fan asset 13,Preventive maintenance completed on F-113 with no immediate defect recorded.,2023-02-08T00:00:00+00:00,2023-02-13T00:00:00+00:00,2023-02-08T09:00:00+00:00,2023-02-08T09:30:00+00:00,355.00,0.00
WO-2023936,N-910936,CV-131,PLANT-A/AREA-1/CONVEYOR-7,CM,closed,medium,corrective,Belt damage on Conveyor asset 31,Belt damage identified on CV-131 during operation. Corrective work completed and asset returned to service.,2023-02-04T13:00:00+00:00,2023-02-05T13:00:00+00:00,2023-02-04T23:00:00+00:00,2023-02-05T06:00:00+00:00,1975.00,7.00
WO-2023937,N-910937,F-148,PLANT-A/AREA-3/FAN-10,CM,closed,high,corrective,Belt slippage on Fan asset 48,Belt slippage identified on F-148 during operation. Corrective work completed and asset returned to service.,2023-02-06T01:00:00+00:00,2023-02-08T01:00:00+00:00,2023-02-06T03:00:00+00:00,2023-02-06T13:30:00+00:00,2090.00,10.50
WO-2023938,,P-115,PLANT-A/AREA-5/PUMP-3,PM,closed,medium,preventive,Complete scheduled PM on Pump asset 15,Preventive maintenance completed on P-115 with no immediate defect recorded.,2023-02-07T13:00:00+00:00,2023-02-10T13:00:00+00:00,2023-02-07T16:00:00+00:00,2023-02-07T16:30:00+00:00,205.00,0.00
WO-2023939,N-910939,V-132,PLANT-A/AREA-2/VALVE-7,CM,closed,low,corrective,Actuator failure on Valve asset 32,Actuator failure identified on V-132 during operation. Corrective work completed and asset returned to service.,2023-02-09T01:00:00+00:00,2023-02-13T01:00:00+00:00,2023-02-09T05:00:00+00:00,2023-02-09T11:30:00+00:00,2320.00,6.50
WO-2023940,,HX-149,PLANT-A/AREA-4/HEAT-EXCHANGER-10,INSP,closed,medium,inspection,Inspect condition of Heat exchanger asset 49,Inspection completed on HX-149; observations recorded for reliability trending.,2023-02-10T13:00:00+00:00,2023-02-15T13:00:00+00:00,2023-02-10T18:00:00+00:00,2023-02-10T18:30:00+00:00,140.00,0.00
WO-2023941,N-910941,M-116,PLANT-A/AREA-1/MOTOR-4,EM,closed,medium,emergency,Overheating on Motor asset 16,Overheating identified on M-116 during operation. Corrective work completed and asset returned to service.,2023-02-12T01:00:00+00:00,2023-02-13T01:00:00+00:00,2023-02-12T07:00:00+00:00,2023-02-12T09:30:00+00:00,4350.00,2.50
WO-2023942,,C-133,PLANT-A/AREA-3/COMPRESSOR-7,PM,closed,medium,preventive,Complete scheduled PM on Compressor asset 33,Preventive maintenance completed on C-133 with no immediate defect recorded.,2023-02-13T13:00:00+00:00,2023-02-15T13:00:00+00:00,2023-02-13T20:00:00+00:00,2023-02-13T20:30:00+00:00,305.00,0.00
WO-2023943,N-910943,P-150,PLANT-A/AREA-5/PUMP-10,CM,closed,high,corrective,Cavitation on Pump asset 50,Cavitation identified on P-150 during operation. Corrective work completed and asset returned to service.,2023-02-15T01:00:00+00:00,2023-02-18T01:00:00+00:00,2023-02-15T09:00:00+00:00,2023-02-15T18:30:00+00:00,2780.00,9.50
WO-2023944,N-910944,CV-117,PLANT-A/AREA-2/CONVEYOR-4,CMON,closed,low,condition_monitoring,Pulley bearing failure on Conveyor asset 17,Pulley bearing failure identified on CV-117 during operation. Corrective work completed and asset returned to service.,2023-02-16T13:00:00+00:00,2023-02-20T13:00:00+00:00,2023-02-16T22:00:00+00:00,2023-02-17T00:00:00+00:00,2345.00,0.00
WO-2023945,N-910945,F-134,PLANT-A/AREA-4/FAN-7,CM,closed,medium,corrective,Bearing failure on Fan asset 34,Bearing failure identified on F-134 during operation. Corrective work completed and asset returned to service.,2023-02-18T01:00:00+00:00,2023-02-23T01:00:00+00:00,2023-02-18T11:00:00+00:00,2023-02-18T16:30:00+00:00,3010.00,5.50
WO-2023946,,P-101,PLANT-A/AREA-1/PUMP-1,PM,closed,low,preventive,Complete scheduled PM on Pump asset 01,Preventive maintenance completed on P-101 with no immediate defect recorded.,2023-02-19T13:00:00+00:00,2023-02-20T13:00:00+00:00,2023-02-19T15:00:00+00:00,2023-02-19T15:30:00+00:00,180.00,0.00
WO-2023947,N-910947,C-119,PLANT-A/AREA-4/COMPRESSOR-4,CM,closed,high,corrective,High discharge temperature on Compressor asset 19,High discharge temperature identified on C-119 during operation. Corrective work completed and asset returned to service.,2023-02-21T01:00:00+00:00,2023-02-23T01:00:00+00:00,2023-02-21T04:00:00+00:00,2023-02-21T05:30:00+00:00,3240.00,1.50
WO-2023948,,P-136,PLANT-A/AREA-1/PUMP-8,INSP,closed,high,inspection,Inspect condition of Pump asset 36,Inspection completed on P-136; observations recorded for reliability trending.,2023-02-22T13:00:00+00:00,2023-02-25T13:00:00+00:00,2023-02-22T17:00:00+00:00,2023-02-22T17:30:00+00:00,160.00,0.00
WO-2023949,N-910949,CV-103,PLANT-A/AREA-3/CONVEYOR-1,EM,closed,low,emergency,Belt mistracking on Conveyor asset 03,Belt mistracking identified on CV-103 during operation. Corrective work completed and asset returned to service.,2023-02-24T01:00:00+00:00,2023-02-28T01:00:00+00:00,2023-02-24T06:00:00+00:00,2023-02-24T14:30:00+00:00,5270.00,8.50
WO-2023950,N-910950,F-120,PLANT-A/AREA-5/FAN-4,CM,closed,medium,corrective,Imbalance on Fan asset 20,Imbalance identified on F-120 during operation. Corrective work completed and asset returned to service.,2023-02-25T13:00:00+00:00,2023-03-02T13:00:00+00:00,2023-02-25T19:00:00+00:00,2023-02-26T07:00:00+00:00,3585.00,12.00
WO-2023951,,M-137,PLANT-A/AREA-2/MOTOR-8,INSP,closed,medium,inspection,Inspect condition of Motor asset 37,Inspection completed on M-137; observations recorded for reliability trending.,2023-02-27T01:00:00+00:00,2023-02-28T01:00:00+00:00,2023-02-27T08:00:00+00:00,2023-02-27T08:30:00+00:00,220.00,0.00
WO-2023952,N-910952,V-104,PLANT-A/AREA-4/VALVE-1,EM,closed,high,emergency,Stem leakage on Valve asset 04,Stem leakage identified on V-104 during operation. Corrective work completed and asset returned to service.,2023-02-28T13:00:00+00:00,2023-03-02T13:00:00+00:00,2023-02-28T21:00:00+00:00,2023-03-01T05:00:00+00:00,5615.00,8.00
WO-2023953,,HX-121,PLANT-A/AREA-1/HEAT-EXCHANGER-5,PM,closed,medium,preventive,Complete scheduled PM on Heat exchanger asset 21,Preventive maintenance completed on HX-121 with no immediate defect recorded.,2023-02-25T02:00:00+00:00,2023-02-28T02:00:00+00:00,2023-02-25T11:00:00+00:00,2023-02-25T11:30:00+00:00,355.00,0.00
WO-2023954,N-910954,CV-138,PLANT-A/AREA-3/CONVEYOR-8,CM,closed,low,corrective,Belt damage on Conveyor asset 38,Belt damage identified on CV-138 during operation. Corrective work completed and asset returned to service.,2023-02-26T14:00:00+00:00,2023-03-02T14:00:00+00:00,2023-02-27T00:00:00+00:00,2023-02-27T04:00:00+00:00,4045.00,4.00
WO-2023955,N-910955,C-105,PLANT-A/AREA-5/COMPRESSOR-1,CMON,closed,medium,condition_monitoring,Low capacity on Compressor asset 05,Low capacity identified on C-105 during operation. Corrective work completed and asset returned to service.,2023-02-28T02:00:00+00:00,2023-03-05T02:00:00+00:00,2023-02-28T04:00:00+00:00,2023-02-28T11:30:00+00:00,3610.00,0.00
WO-2023956,N-910956,P-122,PLANT-A/AREA-2/PUMP-5,CM,closed,medium,corrective,Bearing failure on Pump asset 22,Bearing failure identified on P-122 during operation. Corrective work completed and asset returned to service.,2023-03-01T14:00:00+00:00,2023-03-02T14:00:00+00:00,2023-03-01T17:00:00+00:00,2023-03-02T04:00:00+00:00,4275.00,11.00
WO-2023957,,V-139,PLANT-A/AREA-4/VALVE-8,PM,closed,medium,preventive,Complete scheduled PM on Valve asset 39,Preventive maintenance completed on V-139 with no immediate defect recorded.,2023-03-03T02:00:00+00:00,2023-03-05T02:00:00+00:00,2023-03-03T06:00:00+00:00,2023-03-03T06:30:00+00:00,230.00,0.00
WO-2023958,N-910958,HX-107,PLANT-A/AREA-2/HEAT-EXCHANGER-2,CM,closed,high,corrective,Tube fouling on Heat exchanger asset 07,Tube fouling identified on HX-107 during operation. Corrective work completed and asset returned to service.,2023-03-04T14:00:00+00:00,2023-03-07T14:00:00+00:00,2023-03-04T19:00:00+00:00,2023-03-05T02:00:00+00:00,4505.00,7.00
WO-2023959,,CV-124,PLANT-A/AREA-4/CONVEYOR-5,INSP,closed,low,inspection,Inspect condition of Conveyor asset 24,Inspection completed on CV-124; observations recorded for reliability trending.,2023-03-06T02:00:00+00:00,2023-03-10T02:00:00+00:00,2023-03-06T08:00:00+00:00,2023-03-06T08:30:00+00:00,240.00,0.00
WO-2023960,N-910960,F-141,PLANT-A/AREA-1/FAN-9,EM,closed,medium,emergency,Bearing failure on Fan asset 41,Bearing failure identified on F-141 during operation. Corrective work completed and asset returned to service.,2023-03-07T14:00:00+00:00,2023-03-12T14:00:00+00:00,2023-03-07T21:00:00+00:00,2023-03-08T00:00:00+00:00,6535.00,3.00
WO-2023961,,P-108,PLANT-A/AREA-3/PUMP-2,PM,closed,low,preventive,Complete scheduled PM on Pump asset 08,Preventive maintenance completed on P-108 with no immediate defect recorded.,2023-03-09T02:00:00+00:00,2023-03-10T02:00:00+00:00,2023-03-09T10:00:00+00:00,2023-03-09T10:30:00+00:00,330.00,0.00
WO-2023962,N-910962,V-125,PLANT-A/AREA-5/VALVE-5,CM,closed,high,corrective,Passing valve on Valve asset 25,Passing valve identified on V-125 during operation. Corrective work completed and asset returned to service.,2023-03-10T14:00:00+00:00,2023-03-12T14:00:00+00:00,2023-03-10T23:00:00+00:00,2023-03-11T09:00:00+00:00,1400.00,10.00
WO-2023963,N-910963,HX-142,PLANT-A/AREA-2/HEAT-EXCHANGER-9,EM,closed,high,emergency,Low heat transfer on Heat exchanger asset 42,Low heat transfer identified on HX-142 during operation. Corrective work completed and asset returned to service.,2023-03-12T02:00:00+00:00,2023-03-15T02:00:00+00:00,2023-03-12T12:00:00+00:00,2023-03-12T14:30:00+00:00,3315.00,2.50
WO-2023964,,M-109,PLANT-A/AREA-4/MOTOR-2,PM,closed,high,preventive,Complete scheduled PM on Motor asset 09,Preventive maintenance completed on M-109 with no immediate defect recorded.,2023-03-13T14:00:00+00:00,2023-03-17T14:00:00+00:00,2023-03-13T16:00:00+00:00,2023-03-13T16:30:00+00:00,180.00,0.00
WO-2023965,N-910965,C-126,PLANT-A/AREA-1/COMPRESSOR-6,CM,closed,medium,corrective,High discharge temperature on Compressor asset 26,High discharge temperature identified on C-126 during operation. Corrective work completed and asset returned to service.,2023-03-15T02:00:00+00:00,2023-03-20T02:00:00+00:00,2023-03-15T05:00:00+00:00,2023-03-15T14:30:00+00:00,1745.00,9.50
